id,number,available_bikes,available_bike_stands,status,last_update
538,34,3,27,OPEN,2025-03-23 10:54:54
539,78,2,38,OPEN,2025-03-23 10:54:54
540,2,2,18,OPEN,2025-03-23 10:54:54
541,75,39,1,OPEN,2025-03-23 10:54:54
542,111,0,40,OPEN,2025-03-23 10:54:55
543,26,14,6,OPEN,2025-03-23 10:54:55
544,65,3,37,OPEN,2025-03-23 10:54:55
545,15,0,16,OPEN,2025-03-23 10:54:55
546,86,29,8,OPEN,2025-03-23 10:54:55
547,35,29,1,OPEN,2025-03-23 10:54:55
548,10,5,11,OPEN,2025-03-23 10:54:55
549,100,25,0,OPEN,2025-03-23 10:54:55
550,24,15,5,OPEN,2025-03-23 10:54:55
551,64,11,29,OPEN,2025-03-23 10:54:56
552,109,15,14,OPEN,2025-03-23 10:54:56
553,85,26,9,OPEN,2025-03-23 10:54:56
554,107,0,40,OPEN,2025-03-23 10:54:56
555,33,23,0,OPEN,2025-03-23 10:54:56
556,44,1,29,OPEN,2025-03-23 10:54:56
557,89,1,39,OPEN,2025-03-23 10:54:56
558,57,3,20,OPEN,2025-03-23 10:54:56
559,80,33,7,OPEN,2025-03-23 10:54:57
560,41,6,14,OPEN,2025-03-23 10:54:57
561,3,17,3,OPEN,2025-03-23 10:54:57
562,40,21,0,OPEN,2025-03-23 10:54:57
563,29,29,0,OPEN,2025-03-23 10:54:57
564,103,0,40,OPEN,2025-03-23 10:54:57
565,28,0,30,OPEN,2025-03-23 10:54:57
566,39,16,4,OPEN,2025-03-23 10:54:57
567,83,30,10,OPEN,2025-03-23 10:54:57
568,92,40,0,OPEN,2025-03-23 10:54:58
569,21,26,4,OPEN,2025-03-23 10:54:58
570,88,9,21,OPEN,2025-03-23 10:54:58
571,42,27,3,OPEN,2025-03-23 10:59:58
572,30,0,20,OPEN,2025-03-23 10:59:58
573,54,6,27,OPEN,2025-03-23 10:59:58
574,108,0,35,OPEN,2025-03-23 10:59:58
575,20,3,27,OPEN,2025-03-23 10:59:58
576,56,2,38,OPEN,2025-03-23 10:59:59
577,6,18,2,OPEN,2025-03-23 10:59:59
578,18,11,19,OPEN,2025-03-23 10:59:59
579,32,17,13,OPEN,2025-03-23 10:59:59
580,52,32,0,OPEN,2025-03-23 10:59:59
581,48,3,37,OPEN,2025-03-23 10:59:59
582,13,9,21,OPEN,2025-03-23 10:59:59
583,43,19,11,OPEN,2025-03-23 10:59:59
584,31,14,6,OPEN,2025-03-23 10:59:59
585,98,36,4,OPEN,2025-03-23 11:00:00
586,14,17,13,OPEN,2025-03-23 11:00:00
587,1,31,0,OPEN,2025-03-23 11:00:00
588,23,23,7,OPEN,2025-03-23 11:00:00
589,106,0,40,OPEN,2025-03-23 11:00:00
590,112,0,30,OPEN,2025-03-23 11:00:00
591,68,2,38,OPEN,2025-03-23 11:00:00
592,74,5,25,OPEN,2025-03-23 11:00:00
593,87,27,11,OPEN,2025-03-23 11:00:01
594,84,16,14,OPEN,2025-03-23 11:00:01
595,90,6,34,OPEN,2025-03-23 11:00:01
596,11,12,18,OPEN,2025-03-23 11:00:01
597,17,19,1,OPEN,2025-03-23 11:00:01
598,45,16,14,OPEN,2025-03-23 11:00:01
599,114,4,36,OPEN,2025-03-23 11:00:01
600,72,18,13,OPEN,2025-03-23 11:00:01
601,63,22,13,OPEN,2025-03-23 11:00:01
602,113,8,21,OPEN,2025-03-23 11:00:02
603,91,28,2,OPEN,2025-03-23 11:00:02
604,99,0,30,OPEN,2025-03-23 11:00:02
605,9,6,18,OPEN,2025-03-23 11:00:02
606,67,20,20,OPEN,2025-03-23 11:00:02
607,116,0,30,OPEN,2025-03-23 11:00:02
608,55,2,34,OPEN,2025-03-23 11:00:02
609,62,3,37,OPEN,2025-03-23 11:00:02
610,5,14,26,OPEN,2025-03-23 11:00:02
611,97,35,5,OPEN,2025-03-23 11:00:03
612,61,0,25,OPEN,2025-03-23 11:00:03
613,77,28,1,OPEN,2025-03-23 11:00:03
614,73,6,24,OPEN,2025-03-23 11:00:03
615,4,18,2,OPEN,2025-03-23 11:00:03
616,49,3,37,OPEN,2025-03-23 11:00:03
617,19,2,28,OPEN,2025-03-23 11:00:03
618,7,1,28,OPEN,2025-03-23 11:00:03
619,60,0,30,OPEN,2025-03-23 11:00:03
620,102,0,40,OPEN,2025-03-23 11:00:04
621,38,30,9,OPEN,2025-03-23 11:00:04
622,53,3,37,OPEN,2025-03-23 11:00:04
623,58,12,28,OPEN,2025-03-23 11:00:04
624,66,1,39,OPEN,2025-03-23 11:00:04
625,104,0,40,OPEN,2025-03-23 11:00:04
626,101,9,21,OPEN,2025-03-23 11:00:04
627,115,10,20,OPEN,2025-03-23 11:00:04
628,47,0,40,OPEN,2025-03-23 11:00:04
629,117,7,33,OPEN,2025-03-23 11:00:05
630,8,7,23,OPEN,2025-03-23 11:00:05
631,27,12,8,OPEN,2025-03-23 11:00:05
632,16,17,3,OPEN,2025-03-23 11:00:05
633,96,10,20,OPEN,2025-03-23 11:00:05
634,82,0,22,OPEN,2025-03-23 11:00:05
635,76,11,27,OPEN,2025-03-23 11:00:05
636,71,0,40,OPEN,2025-03-23 11:00:05
637,79,1,26,OPEN,2025-03-23 11:00:05
638,69,10,30,OPEN,2025-03-23 11:00:06
639,25,12,18,OPEN,2025-03-23 11:00:06
640,51,0,0,OPEN,2025-03-23 11:00:06
641,37,12,18,OPEN,2025-03-23 11:00:06
642,59,0,20,OPEN,2025-03-23 11:00:06
643,95,18,22,OPEN,2025-03-23 11:00:06
644,94,23,17,OPEN,2025-03-23 11:00:06
645,105,1,35,OPEN,2025-03-23 11:00:06
646,36,31,9,OPEN,2025-03-23 11:00:06
647,93,35,5,OPEN,2025-03-23 11:00:07
648,22,18,2,OPEN,2025-03-23 11:00:07
649,50,0,40,OPEN,2025-03-23 11:00:07
650,110,3,37,OPEN,2025-03-23 11:00:07
651,12,1,19,OPEN,2025-03-23 11:00:07
652,34,4,26,OPEN,2025-03-23 11:00:07
653,78,2,38,OPEN,2025-03-23 11:00:07
654,2,2,18,OPEN,2025-03-23 11:00:07
655,75,39,1,OPEN,2025-03-23 11:00:07
656,111,0,40,OPEN,2025-03-23 11:00:08
657,26,14,6,OPEN,2025-03-23 11:00:08
658,65,3,37,OPEN,2025-03-23 11:00:08
659,15,0,16,OPEN,2025-03-23 11:00:08
660,86,30,7,OPEN,2025-03-23 11:00:08
661,35,29,1,OPEN,2025-03-23 11:00:08
662,10,5,11,OPEN,2025-03-23 11:00:08
663,100,25,0,OPEN,2025-03-23 11:00:08
664,24,16,4,OPEN,2025-03-23 11:00:08
665,64,11,29,OPEN,2025-03-23 11:00:09
666,109,15,14,OPEN,2025-03-23 11:00:09
667,85,26,9,OPEN,2025-03-23 11:00:09
668,107,0,40,OPEN,2025-03-23 11:00:09
669,33,23,0,OPEN,2025-03-23 11:00:09
670,44,1,29,OPEN,2025-03-23 11:00:09
671,89,1,39,OPEN,2025-03-23 11:00:09
672,57,3,20,OPEN,2025-03-23 11:00:09
673,80,33,7,OPEN,2025-03-23 11:00:09
674,41,6,14,OPEN,2025-03-23 11:00:09
675,3,17,3,OPEN,2025-03-23 11:00:10
676,40,21,0,OPEN,2025-03-23 11:00:10
677,29,29,0,OPEN,2025-03-23 11:00:10
678,103,0,40,OPEN,2025-03-23 11:00:10
679,28,0,30,OPEN,2025-03-23 11:00:10
680,39,18,2,OPEN,2025-03-23 11:00:10
681,83,30,10,OPEN,2025-03-23 11:00:10
682,92,40,0,OPEN,2025-03-23 11:00:10
683,21,26,4,OPEN,2025-03-23 11:00:11
684,88,9,21,OPEN,2025-03-23 11:00:11
685,42,28,2,OPEN,2025-03-23 11:05:11
686,30,0,20,OPEN,2025-03-23 11:05:11
687,54,6,27,OPEN,2025-03-23 11:05:11
688,108,0,35,OPEN,2025-03-23 11:05:11
689,20,3,27,OPEN,2025-03-23 11:05:11
690,56,2,38,OPEN,2025-03-23 11:05:11
691,6,18,2,OPEN,2025-03-23 11:05:12
692,18,11,19,OPEN,2025-03-23 11:05:12
693,32,17,13,OPEN,2025-03-23 11:05:12
694,52,32,0,OPEN,2025-03-23 11:05:12
695,48,3,37,OPEN,2025-03-23 11:05:12
696,13,9,21,OPEN,2025-03-23 11:05:12
697,43,19,11,OPEN,2025-03-23 11:05:12
698,31,14,6,OPEN,2025-03-23 11:05:12
699,98,36,4,OPEN,2025-03-23 11:05:12
700,14,17,13,OPEN,2025-03-23 11:05:13
701,1,31,0,OPEN,2025-03-23 11:05:13
702,23,23,7,OPEN,2025-03-23 11:05:13
703,106,0,40,OPEN,2025-03-23 11:05:13
704,112,0,30,OPEN,2025-03-23 11:05:13
705,68,1,39,OPEN,2025-03-23 11:05:13
706,74,5,25,OPEN,2025-03-23 11:05:13
707,87,26,12,OPEN,2025-03-23 11:05:13
708,84,16,14,OPEN,2025-03-23 11:05:13
709,90,6,34,OPEN,2025-03-23 11:05:14
710,11,12,18,OPEN,2025-03-23 11:05:14
711,17,19,1,OPEN,2025-03-23 11:05:14
712,45,16,14,OPEN,2025-03-23 11:05:14
713,114,4,36,OPEN,2025-03-23 11:05:14
714,72,18,13,OPEN,2025-03-23 11:05:14
715,63,22,13,OPEN,2025-03-23 11:05:14
716,113,8,21,OPEN,2025-03-23 11:05:14
717,91,29,1,OPEN,2025-03-23 11:05:14
718,99,0,30,OPEN,2025-03-23 11:05:15
719,9,6,18,OPEN,2025-03-23 11:05:15
720,67,19,21,OPEN,2025-03-23 11:05:15
721,116,0,30,OPEN,2025-03-23 11:05:15
722,55,2,34,OPEN,2025-03-23 11:05:15
723,62,3,37,OPEN,2025-03-23 11:05:15
724,5,14,26,OPEN,2025-03-23 11:05:15
725,97,35,5,OPEN,2025-03-23 11:05:15
726,61,0,25,OPEN,2025-03-23 11:05:15
727,77,28,1,OPEN,2025-03-23 11:05:16
728,73,7,23,OPEN,2025-03-23 11:05:16
729,4,18,2,OPEN,2025-03-23 11:05:16
730,49,3,37,OPEN,2025-03-23 11:05:16
731,19,2,28,OPEN,2025-03-23 11:05:16
732,7,1,28,OPEN,2025-03-23 11:05:16
733,60,0,30,OPEN,2025-03-23 11:05:16
734,102,0,40,OPEN,2025-03-23 11:05:16
735,38,30,9,OPEN,2025-03-23 11:05:16
736,53,3,37,OPEN,2025-03-23 11:05:17
737,58,12,28,OPEN,2025-03-23 11:05:17
738,66,1,39,OPEN,2025-03-23 11:05:17
739,104,0,40,OPEN,2025-03-23 11:05:17
740,101,9,21,OPEN,2025-03-23 11:05:17
741,115,8,22,OPEN,2025-03-23 11:05:17
742,47,0,40,OPEN,2025-03-23 11:05:17
743,117,7,33,OPEN,2025-03-23 11:05:17
744,8,3,27,OPEN,2025-03-23 11:05:17
745,27,12,8,OPEN,2025-03-23 11:05:18
746,16,17,3,OPEN,2025-03-23 11:05:18
747,96,10,20,OPEN,2025-03-23 11:05:18
748,82,0,22,OPEN,2025-03-23 11:05:18
749,76,11,27,OPEN,2025-03-23 11:05:18
750,71,0,40,OPEN,2025-03-23 11:05:18
751,79,1,26,OPEN,2025-03-23 11:05:18
752,69,11,29,OPEN,2025-03-23 11:05:18
753,25,12,18,OPEN,2025-03-23 11:05:18
754,51,0,0,OPEN,2025-03-23 11:05:19
755,37,12,18,OPEN,2025-03-23 11:05:19
756,59,0,20,OPEN,2025-03-23 11:05:19
757,95,18,22,OPEN,2025-03-23 11:05:19
758,94,23,17,OPEN,2025-03-23 11:05:19
759,105,1,35,OPEN,2025-03-23 11:05:19
760,36,31,9,OPEN,2025-03-23 11:05:19
761,93,35,5,OPEN,2025-03-23 11:05:19
762,22,19,1,OPEN,2025-03-23 11:05:19
763,50,0,40,OPEN,2025-03-23 11:05:20
764,110,3,37,OPEN,2025-03-23 11:05:20
765,12,1,19,OPEN,2025-03-23 11:05:20
766,34,4,26,OPEN,2025-03-23 11:05:20
767,78,2,38,OPEN,2025-03-23 11:05:20
768,2,2,18,OPEN,2025-03-23 11:05:20
769,75,39,1,OPEN,2025-03-23 11:05:20
770,111,0,40,OPEN,2025-03-23 11:05:20
771,26,14,6,OPEN,2025-03-23 11:05:20
772,65,3,37,OPEN,2025-03-23 11:05:21
773,15,0,16,OPEN,2025-03-23 11:05:21
774,86,30,7,OPEN,2025-03-23 11:05:21
775,35,29,1,OPEN,2025-03-23 11:05:21
776,10,6,10,OPEN,2025-03-23 11:05:21
777,100,24,1,OPEN,2025-03-23 11:05:21
778,24,17,3,OPEN,2025-03-23 11:05:21
779,64,10,30,OPEN,2025-03-23 11:05:21
780,109,15,14,OPEN,2025-03-23 11:05:21
781,85,26,9,OPEN,2025-03-23 11:05:22
782,107,0,40,OPEN,2025-03-23 11:05:22
783,33,23,0,OPEN,2025-03-23 11:05:22
784,44,1,29,OPEN,2025-03-23 11:05:22
785,89,1,39,OPEN,2025-03-23 11:05:22
786,57,3,20,OPEN,2025-03-23 11:05:22
787,80,31,9,OPEN,2025-03-23 11:05:22
788,41,6,14,OPEN,2025-03-23 11:05:22
789,3,17,3,OPEN,2025-03-23 11:05:22
790,40,21,0,OPEN,2025-03-23 11:05:23
791,29,29,0,OPEN,2025-03-23 11:05:23
792,103,0,40,OPEN,2025-03-23 11:05:23
793,28,0,30,OPEN,2025-03-23 11:05:23
794,39,18,2,OPEN,2025-03-23 11:05:23
795,83,29,11,OPEN,2025-03-23 11:05:23
796,92,40,0,OPEN,2025-03-23 11:05:23
797,21,26,4,OPEN,2025-03-23 11:05:23
798,88,9,21,OPEN,2025-03-23 11:05:23
799,42,28,2,OPEN,2025-03-23 11:10:24
800,30,0,20,OPEN,2025-03-23 11:10:24
801,54,6,27,OPEN,2025-03-23 11:10:24
802,108,0,35,OPEN,2025-03-23 11:10:24
803,20,3,27,OPEN,2025-03-23 11:10:24
804,56,1,39,OPEN,2025-03-23 11:10:24
805,6,18,2,OPEN,2025-03-23 11:10:24
806,18,11,19,OPEN,2025-03-23 11:10:25
807,32,17,13,OPEN,2025-03-23 11:10:25
808,52,32,0,OPEN,2025-03-23 11:10:25
809,48,2,38,OPEN,2025-03-23 11:10:25
810,13,9,21,OPEN,2025-03-23 11:10:25
811,43,20,10,OPEN,2025-03-23 11:10:25
812,31,15,5,OPEN,2025-03-23 11:10:25
813,98,36,4,OPEN,2025-03-23 11:10:25
814,14,17,13,OPEN,2025-03-23 11:10:25
815,1,31,0,OPEN,2025-03-23 11:10:26
816,23,23,7,OPEN,2025-03-23 11:10:26
817,106,0,40,OPEN,2025-03-23 11:10:26
818,112,0,30,OPEN,2025-03-23 11:10:26
819,68,1,39,OPEN,2025-03-23 11:10:26
820,74,5,25,OPEN,2025-03-23 11:10:26
821,87,26,12,OPEN,2025-03-23 11:10:26
822,84,16,14,OPEN,2025-03-23 11:10:26
823,90,6,34,OPEN,2025-03-23 11:10:26
824,11,14,16,OPEN,2025-03-23 11:10:27
825,17,19,1,OPEN,2025-03-23 11:10:27
826,45,16,14,OPEN,2025-03-23 11:10:27
827,114,3,37,OPEN,2025-03-23 11:10:27
828,72,18,13,OPEN,2025-03-23 11:10:27
829,63,22,13,OPEN,2025-03-23 11:10:27
830,113,8,21,OPEN,2025-03-23 11:10:27
831,91,29,1,OPEN,2025-03-23 11:10:27
832,99,0,30,OPEN,2025-03-23 11:10:27
833,9,6,18,OPEN,2025-03-23 11:10:28
834,67,19,21,OPEN,2025-03-23 11:10:28
835,116,0,30,OPEN,2025-03-23 11:10:28
836,55,2,34,OPEN,2025-03-23 11:10:28
837,62,4,36,OPEN,2025-03-23 11:10:28
838,5,14,26,OPEN,2025-03-23 11:10:28
839,97,36,4,OPEN,2025-03-23 11:10:28
840,61,0,25,OPEN,2025-03-23 11:10:28
841,77,28,1,OPEN,2025-03-23 11:10:28
842,73,7,23,OPEN,2025-03-23 11:10:29
843,4,18,2,OPEN,2025-03-23 11:10:29
844,49,4,36,OPEN,2025-03-23 11:10:29
845,19,1,29,OPEN,2025-03-23 11:10:29
846,7,2,27,OPEN,2025-03-23 11:10:29
847,60,0,30,OPEN,2025-03-23 11:10:29
848,102,0,40,OPEN,2025-03-23 11:10:29
849,38,30,9,OPEN,2025-03-23 11:10:29
850,53,3,37,OPEN,2025-03-23 11:10:29
851,58,12,28,OPEN,2025-03-23 11:10:30
852,66,0,40,OPEN,2025-03-23 11:10:30
853,104,0,40,OPEN,2025-03-23 11:10:30
854,101,9,21,OPEN,2025-03-23 11:10:30
855,115,8,22,OPEN,2025-03-23 11:10:30
856,47,0,40,OPEN,2025-03-23 11:10:30
857,117,7,33,OPEN,2025-03-23 11:10:30
858,8,3,27,OPEN,2025-03-23 11:10:30
859,27,12,8,OPEN,2025-03-23 11:10:30
860,16,17,3,OPEN,2025-03-23 11:10:31
861,96,10,20,OPEN,2025-03-23 11:10:31
862,82,0,22,OPEN,2025-03-23 11:10:31
863,76,11,27,OPEN,2025-03-23 11:10:31
864,71,0,40,OPEN,2025-03-23 11:10:31
865,79,1,26,OPEN,2025-03-23 11:10:31
866,69,10,30,OPEN,2025-03-23 11:10:31
867,25,12,18,OPEN,2025-03-23 11:10:31
868,51,0,0,OPEN,2025-03-23 11:10:31
869,37,12,18,OPEN,2025-03-23 11:10:32
870,59,0,20,OPEN,2025-03-23 11:10:32
871,95,19,21,OPEN,2025-03-23 11:10:32
872,94,23,17,OPEN,2025-03-23 11:10:32
873,105,1,35,OPEN,2025-03-23 11:10:32
874,36,31,9,OPEN,2025-03-23 11:10:32
875,93,35,5,OPEN,2025-03-23 11:10:32
876,22,19,1,OPEN,2025-03-23 11:10:32
877,50,0,40,OPEN,2025-03-23 11:10:32
878,110,3,37,OPEN,2025-03-23 11:10:33
879,12,1,19,OPEN,2025-03-23 11:10:33
880,34,4,26,OPEN,2025-03-23 11:10:33
881,78,2,38,OPEN,2025-03-23 11:10:33
882,2,1,19,OPEN,2025-03-23 11:10:33
883,75,39,1,OPEN,2025-03-23 11:10:33
884,111,0,40,OPEN,2025-03-23 11:10:33
885,26,14,6,OPEN,2025-03-23 11:10:33
886,65,3,37,OPEN,2025-03-23 11:10:33
887,15,0,16,OPEN,2025-03-23 11:10:34
888,86,30,7,OPEN,2025-03-23 11:10:34
889,35,29,1,OPEN,2025-03-23 11:10:34
890,10,6,10,OPEN,2025-03-23 11:10:34
891,100,23,2,OPEN,2025-03-23 11:10:34
892,24,17,3,OPEN,2025-03-23 11:10:34
893,64,10,30,OPEN,2025-03-23 11:10:34
894,109,15,14,OPEN,2025-03-23 11:10:34
895,85,26,9,OPEN,2025-03-23 11:10:34
896,107,0,40,OPEN,2025-03-23 11:10:35
897,33,23,0,OPEN,2025-03-23 11:10:35
898,44,0,30,OPEN,2025-03-23 11:10:35
899,89,1,39,OPEN,2025-03-23 11:10:35
900,57,3,20,OPEN,2025-03-23 11:10:35
901,80,31,9,OPEN,2025-03-23 11:10:35
902,41,6,14,OPEN,2025-03-23 11:10:35
903,3,17,3,OPEN,2025-03-23 11:10:35
904,40,20,1,OPEN,2025-03-23 11:10:36
905,29,29,0,OPEN,2025-03-23 11:10:36
906,103,0,40,OPEN,2025-03-23 11:10:36
907,28,0,30,OPEN,2025-03-23 11:10:36
908,39,18,2,OPEN,2025-03-23 11:10:36
909,83,29,11,OPEN,2025-03-23 11:10:36
910,92,40,0,OPEN,2025-03-23 11:10:36
911,21,26,4,OPEN,2025-03-23 11:10:36
912,88,9,21,OPEN,2025-03-23 11:10:36
913,42,28,2,OPEN,2025-03-23 11:15:37
914,30,0,20,OPEN,2025-03-23 11:15:37
915,54,6,27,OPEN,2025-03-23 11:15:37
916,108,0,35,OPEN,2025-03-23 11:15:37
917,20,3,27,OPEN,2025-03-23 11:15:37
918,56,2,38,OPEN,2025-03-23 11:15:37
919,6,18,2,OPEN,2025-03-23 11:15:37
920,18,11,19,OPEN,2025-03-23 11:15:38
921,32,17,13,OPEN,2025-03-23 11:15:38
922,52,32,0,OPEN,2025-03-23 11:15:38
923,48,2,38,OPEN,2025-03-23 11:15:38
924,13,9,21,OPEN,2025-03-23 11:15:38
925,43,20,10,OPEN,2025-03-23 11:15:38
926,31,15,5,OPEN,2025-03-23 11:15:38
927,98,35,5,OPEN,2025-03-23 11:15:38
928,14,18,12,OPEN,2025-03-23 11:15:39
929,1,30,1,OPEN,2025-03-23 11:15:39
930,23,23,7,OPEN,2025-03-23 11:15:39
931,106,0,40,OPEN,2025-03-23 11:15:39
932,112,0,30,OPEN,2025-03-23 11:15:39
933,68,1,39,OPEN,2025-03-23 11:15:39
934,74,5,25,OPEN,2025-03-23 11:15:39
935,87,26,12,OPEN,2025-03-23 11:15:39
936,84,16,14,OPEN,2025-03-23 11:15:40
937,90,6,34,OPEN,2025-03-23 11:15:40
938,11,14,16,OPEN,2025-03-23 11:15:40
939,17,18,2,OPEN,2025-03-23 11:15:40
940,45,16,14,OPEN,2025-03-23 11:15:40
941,114,2,38,OPEN,2025-03-23 11:15:40
942,72,18,13,OPEN,2025-03-23 11:15:40
943,63,22,13,OPEN,2025-03-23 11:15:40
944,113,8,21,OPEN,2025-03-23 11:15:41
945,91,29,1,OPEN,2025-03-23 11:15:41
946,99,0,30,OPEN,2025-03-23 11:15:41
947,9,7,17,OPEN,2025-03-23 11:15:41
948,67,19,21,OPEN,2025-03-23 11:15:41
949,116,0,30,OPEN,2025-03-23 11:15:41
950,55,2,34,OPEN,2025-03-23 11:15:41
951,62,5,35,OPEN,2025-03-23 11:15:41
952,5,14,26,OPEN,2025-03-23 11:15:41
953,97,36,4,OPEN,2025-03-23 11:15:42
954,61,0,25,OPEN,2025-03-23 11:15:42
955,77,26,3,OPEN,2025-03-23 11:15:42
956,73,7,23,OPEN,2025-03-23 11:15:42
957,4,19,1,OPEN,2025-03-23 11:15:42
958,49,4,36,OPEN,2025-03-23 11:15:42
959,19,1,29,OPEN,2025-03-23 11:15:42
960,7,2,27,OPEN,2025-03-23 11:15:42
961,60,0,30,OPEN,2025-03-23 11:15:43
962,102,0,40,OPEN,2025-03-23 11:15:43
963,38,30,9,OPEN,2025-03-23 11:15:43
964,53,3,37,OPEN,2025-03-23 11:15:43
965,58,12,28,OPEN,2025-03-23 11:15:43
966,66,0,40,OPEN,2025-03-23 11:15:43
967,104,0,40,OPEN,2025-03-23 11:15:43
968,101,9,21,OPEN,2025-03-23 11:15:43
969,115,8,22,OPEN,2025-03-23 11:15:44
970,47,0,40,OPEN,2025-03-23 11:15:44
971,117,7,33,OPEN,2025-03-23 11:15:44
972,8,3,27,OPEN,2025-03-23 11:15:44
973,27,12,8,OPEN,2025-03-23 11:15:44
974,16,18,2,OPEN,2025-03-23 11:15:44
975,96,10,20,OPEN,2025-03-23 11:15:44
976,82,0,22,OPEN,2025-03-23 11:15:44
977,76,11,27,OPEN,2025-03-23 11:15:45
978,71,0,40,OPEN,2025-03-23 11:15:45
979,79,1,26,OPEN,2025-03-23 11:15:45
980,69,10,30,OPEN,2025-03-23 11:15:45
981,25,12,18,OPEN,2025-03-23 11:15:45
982,51,0,0,OPEN,2025-03-23 11:15:45
983,37,12,18,OPEN,2025-03-23 11:15:45
984,59,0,20,OPEN,2025-03-23 11:15:45
985,95,19,21,OPEN,2025-03-23 11:15:45
986,94,23,17,OPEN,2025-03-23 11:15:46
987,105,1,35,OPEN,2025-03-23 11:15:46
988,36,31,9,OPEN,2025-03-23 11:15:46
989,93,35,5,OPEN,2025-03-23 11:15:46
990,22,19,1,OPEN,2025-03-23 11:15:46
991,50,0,40,OPEN,2025-03-23 11:15:46
992,110,3,37,OPEN,2025-03-23 11:15:46
993,12,1,19,OPEN,2025-03-23 11:15:46
994,34,14,16,OPEN,2025-03-23 11:15:47
995,78,2,38,OPEN,2025-03-23 11:15:47
996,2,1,19,OPEN,2025-03-23 11:15:47
997,75,39,1,OPEN,2025-03-23 11:15:47
998,111,1,39,OPEN,2025-03-23 11:15:47
999,26,14,6,OPEN,2025-03-23 11:15:47
1000,65,3,37,OPEN,2025-03-23 11:15:47
1001,15,0,16,OPEN,2025-03-23 11:15:47
1002,86,30,7,OPEN,2025-03-23 11:15:47
1003,35,29,1,OPEN,2025-03-23 11:15:48
1004,10,5,11,OPEN,2025-03-23 11:15:48
1005,100,23,2,OPEN,2025-03-23 11:15:48
1006,24,16,4,OPEN,2025-03-23 11:15:48
1007,64,11,29,OPEN,2025-03-23 11:15:48
1008,109,15,14,OPEN,2025-03-23 11:15:48
1009,85,26,9,OPEN,2025-03-23 11:15:48
1010,107,0,40,OPEN,2025-03-23 11:15:48
1011,33,23,0,OPEN,2025-03-23 11:15:48
1012,44,0,30,OPEN,2025-03-23 11:15:49
1013,89,1,39,OPEN,2025-03-23 11:15:49
1014,57,3,20,OPEN,2025-03-23 11:15:49
1015,80,31,9,OPEN,2025-03-23 11:15:49
1016,41,6,14,OPEN,2025-03-23 11:15:49
1017,3,17,2,OPEN,2025-03-23 11:15:49
1018,40,20,1,OPEN,2025-03-23 11:15:49
1019,29,29,0,OPEN,2025-03-23 11:15:49
1020,103,0,40,OPEN,2025-03-23 11:15:49
1021,28,0,30,OPEN,2025-03-23 11:15:50
1022,39,18,2,OPEN,2025-03-23 11:15:50
1023,83,29,11,OPEN,2025-03-23 11:15:50
1024,92,40,0,OPEN,2025-03-23 11:15:50
1025,21,26,4,OPEN,2025-03-23 11:15:50
1026,88,9,21,OPEN,2025-03-23 11:15:50
1027,42,28,2,OPEN,2025-03-23 11:16:41
1028,30,0,20,OPEN,2025-03-23 11:16:41
1029,54,7,26,OPEN,2025-03-23 11:16:42
1030,108,0,35,OPEN,2025-03-23 11:16:42
1031,20,3,27,OPEN,2025-03-23 11:16:42
1032,56,2,38,OPEN,2025-03-23 11:16:42
1033,6,18,2,OPEN,2025-03-23 11:16:42
1034,18,11,19,OPEN,2025-03-23 11:16:42
1035,32,17,13,OPEN,2025-03-23 11:16:42
1036,52,32,0,OPEN,2025-03-23 11:16:42
1037,48,2,38,OPEN,2025-03-23 11:16:42
1038,13,9,21,OPEN,2025-03-23 11:16:43
1039,43,20,10,OPEN,2025-03-23 11:16:43
1040,31,15,5,OPEN,2025-03-23 11:16:43
1041,98,35,5,OPEN,2025-03-23 11:16:43
1042,14,18,12,OPEN,2025-03-23 11:16:43
1043,1,29,2,OPEN,2025-03-23 11:16:43
1044,23,23,7,OPEN,2025-03-23 11:16:43
1045,106,0,40,OPEN,2025-03-23 11:16:43
1046,112,0,30,OPEN,2025-03-23 11:16:44
1047,68,1,39,OPEN,2025-03-23 11:16:44
1048,74,5,25,OPEN,2025-03-23 11:16:44
1049,87,26,12,OPEN,2025-03-23 11:16:44
1050,84,16,14,OPEN,2025-03-23 11:16:44
1051,90,6,34,OPEN,2025-03-23 11:16:44
1052,11,14,16,OPEN,2025-03-23 11:16:44
1053,17,18,2,OPEN,2025-03-23 11:16:44
1054,45,16,14,OPEN,2025-03-23 11:16:44
1055,114,1,39,OPEN,2025-03-23 11:16:45
1056,72,18,13,OPEN,2025-03-23 11:16:45
1057,63,22,13,OPEN,2025-03-23 11:16:45
1058,113,8,21,OPEN,2025-03-23 11:16:45
1059,91,29,1,OPEN,2025-03-23 11:16:45
1060,99,0,30,OPEN,2025-03-23 11:16:45
1061,9,8,16,OPEN,2025-03-23 11:16:45
1062,67,19,21,OPEN,2025-03-23 11:16:45
1063,116,0,30,OPEN,2025-03-23 11:16:46
1064,55,2,34,OPEN,2025-03-23 11:16:46
1065,62,5,35,OPEN,2025-03-23 11:16:46
1066,5,14,26,OPEN,2025-03-23 11:16:46
1067,97,36,4,OPEN,2025-03-23 11:16:46
1068,61,0,25,OPEN,2025-03-23 11:16:46
1069,77,26,3,OPEN,2025-03-23 11:16:46
1070,73,7,23,OPEN,2025-03-23 11:16:46
1071,4,19,1,OPEN,2025-03-23 11:16:46
